 Name,Email ID,Attendence,College Name,,CGPA,Speaking Skills,ML Knowledge,Placement Status
KISHAN,kishan@xyz.com,95%,"vidyalankar institute of technology, mumbai",,7.3,3,3,0
Darshika,darshika@xyz.com,95%,chhattisgarh swami vivekananda technical university teaching department bhilai,,8.6,2,2,0
Vaishnavi,vaishnavi@xyz.com,95%,silicon institute of technology,,9.2,2,2,0
Nitesh,nitesh@xyz.com,95%,adhiyamaan college of engineering,,7.8,5,5,0
VEERABOINA,veeraboina@xyz.com,95%,don bosco college of engineering fatorda goa,,7.9,2,2,0
bhavesh ,bhavesh@xyz.com,95%,pillai college of engineering new panvel,,9.9,3,3,0
Sumith,sumith@xyz.com,95%,st xavier's college ,,8.1,5,5,0
Prajyoti,prajyoti@xyz.com,95%,"vidyalankar institute of technology, mumbai",,9.5,3,3,0
Rohit,rohit@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,9.8,5,5,0
Sanjana,sanjana@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,9.6,2,2,0
Ragul,ragul@xyz.com,95%,st.francis institute of technology,,9.6,3,3,0
Mousam,mousam@xyz.com,95%,new horizon institute of technology and management ,,6.2,5,5,0
Anubhav,anubhav@xyz.com,95%,late g. n. sapkal college of engineering,,9.1,5,5,0
Shreya,shreya@xyz.com,95%,"symbiosis institute of technology, pune",,7.2,3,3,0
Sandeep,sandeep@xyz.com,95%,"mit academy of engineering ,alandi",,9.5,3,3,0
Aryan,aryan@xyz.com,95%,a. c. patil college of engineering,,6.8,3,3,0
Tarun,tarun@xyz.com,95%,wilson college ,,8.4,2,2,0
Shreya,shreya@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,9.9,3,3,0
Krishna,krishna@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,6.6,3,3,0
Gaurav,gaurav@xyz.com,95%,"thakur institute of management studies, career development & research - [timscdr]",,6.7,2,2,0
Nisha,nisha@xyz.com,95%,lokmanya tilak college of engineering koparkhairane navi mumbai,,7.6,2,2,0
Abisheik,abisheik@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,8.3,5,5,0
Hansal,hansal@xyz.com,95%,"vidyalankar institute of technology, mumbai",,6.3,3,3,0
Sakshi,sakshi@xyz.com,95%,chhattisgarh swami vivekananda technical university teaching department bhilai,,8.9,5,5,0
kishor,kishor@xyz.com,95%,silicon institute of technology,,9.5,2,2,0
Geetanjali,geetanjali@xyz.com,95%,adhiyamaan college of engineering,,8.5,3,3,0
Sriramakrishnan ,sriramakrishnan@xyz.com,95%,don bosco college of engineering fatorda goa,,8.5,5,5,0
Manasi,manasi@xyz.com,95%,pillai college of engineering new panvel,,8.8,3,3,0
Shivam,shivam@xyz.com,95%,st xavier's college ,,7.9,2,2,0
Yash ,yash@xyz.com,95%,"vidyalankar institute of technology, mumbai",,7.5,5,5,0
Piyush,piyush@xyz.com,95%,"s.i.e.s. graduate school of technology, nerul, navi mumbai",,8.3,3,3,0
Deeti,deeti@xyz.com,95%,g h raisoni institut of engineering and technology pune,,6.4,3,3,0
Amey,amey@xyz.com,95%,government polytechnic gandhinagar,,7.5,2,2,0
Pranjal,pranjal@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,7.7,3,3,0
Vrushabh,vrushabh@xyz.com,95%,"vishwakarma institute of technology, pune",,9.9,3,3,0
Tejas,tejas@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,7.6,5,5,0
Mandala,mandala@xyz.com,95%,g h raisoni institut of engineering and technology pune,,7.9,3,3,0
Prekshaa,prekshaa@xyz.com,95%,government polytechnic gandhinagar,,7.7,3,3,0
VAISHALI,vaishali@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,7.4,3,3,0
Jotheeswaran,jotheeswaran@xyz.com,95%,"vishwakarma institute of technology, pune",,9.2,3,3,0
Mayuri,mayuri@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,7.6,5,5,0
Bhagyashri,bhagyashri@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,8.7,2,2,0
Shankar ,shankar@xyz.com,95%,st.francis institute of technology,,9.5,3,3,0
Likhitha,likhitha@xyz.com,95%,new horizon institute of technology and management ,,6.9,5,5,0
Pranav,pranav@xyz.com,95%,late g. n. sapkal college of engineering,,9.2,2,2,0
Vaishnavi,vaishnavi@xyz.com,95%,"symbiosis institute of technology, pune",,6.9,2,2,0
Arti,arti@xyz.com,95%,"mit academy of engineering ,alandi",,7.2,3,3,0
Druvi,druvi@xyz.com,95%,a. c. patil college of engineering,,7.5,2,2,0
Snehal,snehal@xyz.com,95%,wilson college ,,6.5,3,3,0
Sanket ,sanket@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,7.5,5,5,0
deepak ,deepak@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,6.9,3,3,0
Anushka,anushka@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,7.6,3,3,0
Abhiraaj,abhiraaj@xyz.com,95%,g h raisoni institut of engineering and technology pune,,6.5,3,3,0
RITIK,ritik@xyz.com,95%,government polytechnic gandhinagar,,7.3,3,3,0
Shreyas,shreyas@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,6.7,2,2,0
Riya,riya@xyz.com,95%,"vishwakarma institute of technology, pune",,8.7,3,3,0
BALASHEKARAN,balashekaran@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,6.7,5,5,0
MADHURIMA,madhurima@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,9,3,3,0
Harshit,harshit@xyz.com,95%,st.francis institute of technology,,7.2,3,3,0
Satyasravani,satyasravani@xyz.com,95%,new horizon institute of technology and management ,,8.5,2,2,0
Rajnish,rajnish@xyz.com,95%,late g. n. sapkal college of engineering,,6.5,3,3,0
Khushi,khushi@xyz.com,95%,"symbiosis institute of technology, pune",,6.6,3,3,0
Vedika,vedika@xyz.com,95%,"mit academy of engineering ,alandi",,9.5,5,5,0
Sneha,sneha@xyz.com,95%,a. c. patil college of engineering,,8.1,5,5,0
yash,yash@xyz.com,95%,wilson college ,,9.7,2,2,0
Yash,yash@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,9.3,3,3,0
Ritik,ritik@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,9.1,5,5,0
Salim,salim@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,7.6,5,5,0
Mahedi Hasan,mahedihasan@xyz.com,95%,"vidyalankar institute of technology, mumbai",,7.8,5,5,0
Pratik,pratik@xyz.com,95%,chhattisgarh swami vivekananda technical university teaching department bhilai,,7.9,2,2,0
Suraj,suraj@xyz.com,95%,silicon institute of technology,,8.5,3,3,0
Anushruti,anushruti@xyz.com,95%,adhiyamaan college of engineering,,8.7,2,2,0
Suraj,suraj@xyz.com,95%,don bosco college of engineering fatorda goa,,8.3,3,3,0
Rakshit,rakshit@xyz.com,95%,pillai college of engineering new panvel,,9.4,2,2,0
Ankit,ankit@xyz.com,95%,st xavier's college ,,8.6,2,2,0
Tejashri,tejashri@xyz.com,95%,"vidyalankar institute of technology, mumbai",,8.5,3,3,0
Saumya,saumya@xyz.com,95%,government polytechnic gandhinagar,,9.1,5,5,0
Ravindra,ravindra@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,7.7,2,2,0
Gayatri,gayatri@xyz.com,95%,"vishwakarma institute of technology, pune",,7.5,5,5,0
Yash Kumar,yashkumar@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,7.2,3,3,0
Devendra,devendra@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,7.6,5,5,0
Aniket,aniket@xyz.com,95%,st.francis institute of technology,,7.3,3,3,0
Parshuram,parshuram@xyz.com,95%,new horizon institute of technology and management ,,7.3,2,2,0
Saipavan,saipavan@xyz.com,95%,late g. n. sapkal college of engineering,,9.4,3,3,0
Vijay,vijay@xyz.com,95%,"symbiosis institute of technology, pune",,6.6,3,3,0
Jaykumar ,jaykumar@xyz.com,95%,"mit academy of engineering ,alandi",,6.6,2,2,0
Anmol,anmol@xyz.com,95%,a. c. patil college of engineering,,8.5,3,3,0
Himanshu,himanshu@xyz.com,95%,wilson college ,,7.7,3,3,0
ninad,ninad@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,8.1,3,3,0
Atharva,atharva@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,7.9,3,3,0
Sharayu ,sharayu@xyz.com,95%,"thakur institute of management studies, career development & research - [timscdr]",,7.1,3,3,0
Lokesh,lokesh@xyz.com,95%,lokmanya tilak college of engineering koparkhairane navi mumbai,,8.3,3,3,0
Aarya,aarya@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,7.7,2,2,0
Tejas,tejas@xyz.com,95%,"vidyalankar institute of technology, mumbai",,8,3,3,0
Diksha,diksha@xyz.com,95%,chhattisgarh swami vivekananda technical university teaching department bhilai,,6.5,3,3,0
Pranjali,pranjali@xyz.com,95%,silicon institute of technology,,9.4,5,5,0
Nikhil,nikhil@xyz.com,95%,adhiyamaan college of engineering,,6.8,3,3,0
Nisha ,nisha@xyz.com,95%,don bosco college of engineering fatorda goa,,6.7,2,2,0
Vedant,vedant@xyz.com,95%,pillai college of engineering new panvel,,7.9,5,5,0
Nishad,nishad@xyz.com,95%,st xavier's college ,,9.3,3,3,0
Pranali ,pranali@xyz.com,95%,"vidyalankar institute of technology, mumbai",,6.9,3,3,0
Trushita,trushita@xyz.com,95%,"s.i.e.s. graduate school of technology, nerul, navi mumbai",,8.9,5,5,0
Ashish ,ashish@xyz.com,95%,g h raisoni institut of engineering and technology pune,,8.3,3,3,0
Sunny,sunny@xyz.com,95%,government polytechnic gandhinagar,,7.2,3,3,0
Pankaj,pankaj@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,8.1,3,3,0
Aachal,aachal@xyz.com,95%,"vishwakarma institute of technology, pune",,9.5,3,3,0
Janhavi ,janhavi@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,9.6,3,3,0
Bhagyashree ,bhagyashree@xyz.com,95%,g h raisoni institut of engineering and technology pune,,7.5,5,5,0
Rajeshree,rajeshree@xyz.com,95%,government polytechnic gandhinagar,,7.9,5,5,0
Ruchita ,ruchita@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,9.3,5,5,0
Akanksha ,akanksha@xyz.com,95%,"vishwakarma institute of technology, pune",,9.6,3,3,0
Vivek,vivek@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,9.1,2,2,0
mohit,mohit@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,7.3,3,3,0
Suhag,suhag@xyz.com,95%,st.francis institute of technology,,7.5,2,2,0
HARSH,harsh@xyz.com,95%,new horizon institute of technology and management ,,7.6,3,3,0
Ruchika ,ruchika@xyz.com,95%,late g. n. sapkal college of engineering,,8,3,3,0
Vaishnavi,vaishnavi@xyz.com,95%,"symbiosis institute of technology, pune",,7.2,3,3,0
Abhishek,abhishek@xyz.com,95%,"mit academy of engineering ,alandi",,9.1,3,3,0
Shivani,shivani@xyz.com,95%,a. c. patil college of engineering,,6.7,3,3,0
Pandurang,pandurang@xyz.com,95%,wilson college ,,7.1,3,3,0
Monali,monali@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,7.1,2,2,0
Shilpa,shilpa@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,9.5,2,2,0
Harshita ,harshita@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,9.2,3,3,0
Masud,masud@xyz.com,95%,g h raisoni institut of engineering and technology pune,,7.9,3,3,0
Shubham,shubham@xyz.com,95%,government polytechnic gandhinagar,,7.3,5,5,0
Krishna,krishna@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,7.3,3,3,0
Dipali,dipali@xyz.com,95%,d y patil institute of mca and management akurdi pune,,7.8,3,3,0
Tanuja,tanuja@xyz.com,95%,ap shah institute of technology ,,9.1,3,3,0
Gayatri,gayatri@xyz.com,95%,don bosco college of engineering fatorda goa,,6.9,3,3,0
Sanskruti,sanskruti@xyz.com,95%,pillai college of engineering new panvel,,8.4,2,2,0
Aman,aman@xyz.com,95%,st xavier's college ,,6.7,3,3,0
Mantasha,mantasha@xyz.com,95%,"vidyalankar institute of technology, mumbai",,9.2,3,3,0
More,more@xyz.com,95%,"s.i.e.s. graduate school of technology, nerul, navi mumbai",,7.3,3,3,0
Pratiksha ,pratiksha@xyz.com,95%,g h raisoni institut of engineering and technology pune,,7.9,2,2,0
Minakshi,minakshi@xyz.com,95%,government polytechnic gandhinagar,,9.9,3,3,0
Udaykumar,udaykumar@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,7.6,5,5,0
Vaibhavi,vaibhavi@xyz.com,95%,"vishwakarma institute of technology, pune",,9.3,5,5,0
Medha,medha@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,6.4,5,5,0
Rasika,rasika@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,8.4,3,3,0
Mugdha,mugdha@xyz.com,95%,st.francis institute of technology,,6.6,3,3,0
Yogesh,yogesh@xyz.com,95%,new horizon institute of technology and management ,,7.8,3,3,0
Aditi,aditi@xyz.com,95%,late g. n. sapkal college of engineering,,8.7,3,3,0
Anshul ,anshul@xyz.com,95%,"symbiosis institute of technology, pune",,7.2,3,3,0
Anuja,anuja@xyz.com,95%,"mit academy of engineering ,alandi",,7.1,3,3,0
Rutuja ,rutuja@xyz.com,95%,a. c. patil college of engineering,,8,2,2,0
Anamika,anamika@xyz.com,95%,wilson college ,,8.5,3,3,0
Diksha ,diksha@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,8.5,3,3,0
Vinayak,vinayak@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,9.1,5,5,0
Shital,shital@xyz.com,95%,"thakur institute of management studies, career development & research - [timscdr]",,9.7,5,5,0
Akhilesh,akhilesh@xyz.com,95%,lokmanya tilak college of engineering koparkhairane navi mumbai,,8.7,3,3,0
Sonali ,sonali@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,6.5,2,2,0
Sunita,sunita@xyz.com,95%,"vidyalankar institute of technology, mumbai",,8.8,2,2,0
Gokul,gokul@xyz.com,95%,chhattisgarh swami vivekananda technical university teaching department bhilai,,9.3,2,2,0
Mithun,mithun@xyz.com,95%,silicon institute of technology,,7.6,2,2,0
Kumod,kumod@xyz.com,95%,adhiyamaan college of engineering,,6.5,3,3,0
Amruta,amruta@xyz.com,95%,don bosco college of engineering fatorda goa,,8.7,2,2,0
Aishwarya ,aishwarya@xyz.com,95%,pillai college of engineering new panvel,,9.1,3,3,0
Nikita ,nikita@xyz.com,95%,st xavier's college ,,9.2,3,3,0
Ishwari ,ishwari@xyz.com,95%,"vidyalankar institute of technology, mumbai",,7.3,3,3,0
Poonam ,poonam@xyz.com,95%,"s.i.e.s. graduate school of technology, nerul, navi mumbai",,7.6,2,2,0
Anushka,anushka@xyz.com,95%,g h raisoni institut of engineering and technology pune,,7.1,2,2,0
Alfiya,alfiya@xyz.com,95%,government polytechnic gandhinagar,,8.3,5,5,0
Prerna,prerna@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,9.2,2,2,0
Christian,christian@xyz.com,95%,"vishwakarma institute of technology, pune",,9.9,5,5,0
Akash,akash@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,9.3,2,2,0
Sneha,sneha@xyz.com,95%,g h raisoni institut of engineering and technology pune,,7.1,2,2,0
Vedangi ,vedangi@xyz.com,95%,government polytechnic gandhinagar,,7.5,3,3,0
Megha,megha@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,7.3,5,5,0
Sweeney,sweeney@xyz.com,95%,"vishwakarma institute of technology, pune",,7.4,2,2,0
Yash,yash@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,8.3,3,3,0
Tanvi,tanvi@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,7.4,2,2,0
Krupashri,krupashri@xyz.com,95%,st.francis institute of technology,,6.7,3,3,0
Abhijeet,abhijeet@xyz.com,95%,new horizon institute of technology and management ,,7.3,3,3,0
Shweta,shweta@xyz.com,95%,late g. n. sapkal college of engineering,,9.7,5,5,0
Vinaya,vinaya@xyz.com,95%,"symbiosis institute of technology, pune",,7.9,5,5,0
Leon,leon@xyz.com,95%,"mit academy of engineering ,alandi",,7.2,5,5,0
Tanish ,tanish@xyz.com,95%,a. c. patil college of engineering,,7.1,3,3,0
Millennia,millennia@xyz.com,95%,wilson college ,,8.7,5,5,0
Jeetu,jeetu@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,8.7,2,2,0
Rutuja,rutuja@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,8.2,3,3,0
sonali,sonali@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,6.8,3,3,0
Alisha,alisha@xyz.com,95%,g h raisoni institut of engineering and technology pune,,7.1,3,3,0
Dipika,dipika@xyz.com,95%,government polytechnic gandhinagar,,8.5,3,3,0
shubham,shubham@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,9.1,3,3,0
Rohit ,rohit@xyz.com,95%,"vishwakarma institute of technology, pune",,9.5,2,2,0
Jay,jay@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,6.7,5,5,0
Vidita,vidita@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,6.7,5,5,0
Mahesh,mahesh@xyz.com,95%,st.francis institute of technology,,8.2,2,2,0
Dimpal,dimpal@xyz.com,95%,new horizon institute of technology and management ,,6.5,4,4,0
Reshma ,reshma@xyz.com,95%,late g. n. sapkal college of engineering,,8.7,2,2,0
Sonam ,sonam@xyz.com,95%,"symbiosis institute of technology, pune",,9.1,2,2,0
Sonali,sonali@xyz.com,95%,"mit academy of engineering ,alandi",,8.9,5,5,0
Divya ,divya@xyz.com,95%,a. c. patil college of engineering,,7.4,5,5,0
Pranjal,pranjal@xyz.com,95%,wilson college ,,7.3,5,5,0
Nakul,nakul@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,8.6,2,2,0
shalini,shalini@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,9.2,4,4,0
Ayushi,ayushi@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,7.8,5,5,0
Shubham ,shubham@xyz.com,95%,"vidyalankar institute of technology, mumbai",,7.9,5,5,0
Bhargav,bhargav@xyz.com,95%,chhattisgarh swami vivekananda technical university teaching department bhilai,,9.9,5,5,0
Pratiksha,pratiksha@xyz.com,95%,silicon institute of technology,,8.1,2,2,0
Triveni,triveni@xyz.com,95%,adhiyamaan college of engineering,,9.5,2,2,0
Vanashri,vanashri@xyz.com,95%,don bosco college of engineering fatorda goa,,9.8,2,2,0
Pranali,pranali@xyz.com,95%,pillai college of engineering new panvel,,9.6,2,2,0
Chitra,chitra@xyz.com,95%,st xavier's college ,,9.6,3,3,0
Rima,rima@xyz.com,95%,"vidyalankar institute of technology, mumbai",,6.2,4,4,0
Kishori,kishori@xyz.com,95%,lokmanya tilak college of engineering koparkhairane navi mumbai,,9.1,2,2,0
Shreya ,shreya@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,7.2,2,2,0
Megha,megha@xyz.com,95%,"vidyalankar institute of technology, mumbai",,9.5,4,4,0
Shrutika,shrutika@xyz.com,95%,chhattisgarh swami vivekananda technical university teaching department bhilai,,6.8,2,2,0
Alisha ,alisha@xyz.com,95%,silicon institute of technology,,8.4,2,2,0
Kshitij,kshitij@xyz.com,95%,adhiyamaan college of engineering,,9.9,5,5,0
Kalyani,kalyani@xyz.com,95%,don bosco college of engineering fatorda goa,,6.6,4,4,0
Harshada,harshada@xyz.com,95%,pillai college of engineering new panvel,,6.7,4,4,0
Gaurav,gaurav@xyz.com,95%,st xavier's college ,,7.6,3,3,0
Dipali,dipali@xyz.com,95%,"vidyalankar institute of technology, mumbai",,8.3,5,5,0
Enid,enid@xyz.com,95%,a. c. patil college of engineering,,6.3,5,5,0
Mayuri,mayuri@xyz.com,95%,wilson college ,,8.9,5,5,0
Harshad ,harshad@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,9.5,4,4,0
Jaysel,jaysel@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,8.5,5,5,0
Naina ,naina@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,8.5,2,2,0
Niyati,niyati@xyz.com,95%,g h raisoni institut of engineering and technology pune,,8.8,3,3,0
Vishal,vishal@xyz.com,95%,government polytechnic gandhinagar,,7.9,4,4,0
Shrikant,shrikant@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,7.5,4,4,0
Shweta,shweta@xyz.com,95%,"vishwakarma institute of technology, pune",,8.3,4,4,0
Aditya,aditya@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,6.4,5,5,0
Tejas,tejas@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,7.5,2,2,0
Iti,iti@xyz.com,95%,st.francis institute of technology,,7.7,5,5,0
SUMIT,sumit@xyz.com,95%,new horizon institute of technology and management ,,9.9,2,2,0
Krushna,krushna@xyz.com,95%,late g. n. sapkal college of engineering,,7.6,3,3,0
Nachiket,nachiket@xyz.com,95%,"symbiosis institute of technology, pune",,7.9,3,3,0
